Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
98063;Federal Way;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98070;Vashon;WA;47.416198;-122.46821;-8;1;47.416198, -122.46821
98101;Seattle;WA;47.61067;-122.33438;-8;1;47.61067, -122.33438
98121;Seattle;WA;47.61487;-122.34578;-8;1;47.61487, -122.34578
98246;Bow;WA;48.558127;-121.417034;-8;1;48.558127, -121.417034
98255;Hamilton;WA;48.525461;-121.9887;-8;1;48.525461, -121.9887
98266;Maple Falls;WA;48.853213;-122.247881;-8;1;48.853213, -122.247881
98297;Waldron;WA;48.701835;-123.02636;-8;1;48.701835, -123.02636
98325;Chimacum;WA;47.974586;-122.78382;-8;1;47.974586, -122.78382
98350;La Push;WA;47.905815;-124.62202;-8;1;47.905815, -124.62202
98388;Steilacoom;WA;47.164965;-122.6005;-8;1;47.164965, -122.6005
98390;Sumner;WA;47.196364;-122.1887;-8;1;47.196364, -122.1887
98538;Curtis;WA;46.483547;-123.1016;-8;1;46.483547, -123.1016
98565;Napavine;WA;46.580105;-122.90699;-8;1;46.580105, -122.90699
98590;Tokeland;WA;46.737458;-123.98121;-8;1;46.737458, -123.98121
98604;Battle Ground;WA;45.791345;-122.51789;-8;1;45.791345, -122.51789
98617;Dallesport;WA;45.632051;-121.16835;-8;1;45.632051, -121.16835
98682;Vancouver;WA;45.67309;-122.51319;-8;1;45.67309, -122.51319
98807;Wenatchee;WA;47.905787;-120.520211;-8;1;47.905787, -120.520211
98827;Loomis;WA;48.885618;-119.68939;-8;1;48.885618, -119.68939
98856;Twisp;WA;48.359904;-120.13051;-8;1;48.359904, -120.13051
98907;Yakima;WA;46.628757;-120.573967;-8;1;46.628757, -120.573967
99004;Cheney;WA;47.466974;-117.60575;-8;1;47.466974, -117.60575
99008;Edwall;WA;47.50505;-117.93432;-8;1;47.50505, -117.93432
99015;Freeman;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99066;Deer Park;WA;47.951939;-117.472694;-8;1;47.951939, -117.472694
99144;Lamona;WA;47.60894;-118.399551;-8;1;47.60894, -118.399551
99209;Spokane;WA;47.646148;-117.793734;-8;1;47.646148, -117.793734
99211;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99228;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99329;Dixie;WA;46.138753;-118.15325;-8;1;46.138753, -118.15325
98035;Kent;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98036;Lynnwood;WA;47.808816;-122.28394;-8;1;47.808816, -122.28394
98072;Woodinville;WA;47.758786;-122.10205;-8;1;47.758786, -122.10205
98130;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98131;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98144;Seattle;WA;47.58577;-122.30081;-8;1;47.58577, -122.30081
98228;Bellingham;WA;48.814753;-121.988548;-8;1;48.814753, -121.988548
98256;Index;WA;47.84138;-121.50689;-8;1;47.84138, -121.50689
98263;Lyman;WA;48.534462;-122.058644;-8;1;48.534462, -122.058644
98303;Anderson Island;WA;47.16438;-122.69584;-8;1;47.16438, -122.69584
98375;Puyallup;WA;47.112477;-122.32247;-8;1;47.112477, -122.32247
98383;Silverdale;WA;47.667257;-122.69055;-8;1;47.667257, -122.69055
98439;Lakewood;WA;47.12562;-122.52294;-8;1;47.12562, -122.52294
98444;Tacoma;WA;47.153571;-122.4485;-8;1;47.153571, -122.4485
98537;Cosmopolis;WA;46.899189;-123.6907;-8;1;46.899189, -123.6907
98561;Menlo;WA;46.514625;-123.76903;-8;1;46.514625, -123.76903
98584;Shelton;WA;47.224044;-123.10538;-8;1;47.224044, -123.10538
98612;Cathlamet;WA;46.208318;-123.34624;-8;1;46.208318, -123.34624
98653;Lyle;WA;45.694098;-121.286091;-8;1;45.694098, -121.286091
98833;Mazama;WA;48.634796;-120.47681;-8;1;48.634796, -120.47681
99141;Kettle Falls;WA;48.690209;-118.10045;-8;1;48.690209, -118.10045
99149;Malden;WA;47.227436;-117.47364;-8;1;47.227436, -117.47364
99323;Burbank;WA;46.191158;-118.87987;-8;1;46.191158, -118.87987
99371;Washtucna;WA;46.782783;-118.2869;-8;1;46.782783, -118.2869
98045;North Bend;WA;47.483057;-121.73254;-8;1;47.483057, -121.73254
98047;Pacific;WA;47.26619;-122.24463;-8;1;47.26619, -122.24463
98065;Snoqualmie;WA;47.530639;-121.83053;-8;1;47.530639, -121.83053
98073;Redmond;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98074;Sammamish;WA;47.625364;-122.045347;-8;1;47.625364, -122.045347
98083;Kirkland;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98109;Seattle;WA;47.630648;-122.34675;-8;1;47.630648, -122.34675
98222;Blakely Island;WA;48.586563;-122.80317;-8;1;48.586563, -122.80317
98237;Concrete;WA;48.497601;-121.70018;-8;1;48.497601, -121.70018
98281;Point Roberts;WA;48.99201;-123.05047;-8;1;48.99201, -123.05047
98296;Snohomish;WA;47.846083;-122.11068;-8;1;47.846083, -122.11068
98324;Carlsborg;WA;48.18315;-123.872972;-8;1;48.18315, -123.872972
98340;Hansville;WA;47.910628;-122.57489;-8;1;47.910628, -122.57489
98492;Lakewood;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98550;Hoquiam;WA;47.026913;-123.91732;-8;1;47.026913, -123.91732
98577;Raymond;WA;46.668744;-123.67708;-8;1;46.668744, -123.67708
98587;Taholah;WA;47.32251;-124.25814;-8;1;47.32251, -124.25814
98639;North Bonneville;WA;45.650041;-121.97167;-8;1;45.650041, -121.97167
98651;Underwood;WA;45.730656;-121.57558;-8;1;45.730656, -121.57558
98857;Warden;WA;46.970666;-119.0672;-8;1;46.970666, -119.0672
99105;Benge;WA;46.866805;-118.13247;-8;1;46.866805, -118.13247
99205;Spokane;WA;47.69399;-117.43979;-8;1;47.69399, -117.43979
99214;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99345;Paterson;WA;45.922025;-119.67687;-8;1;45.922025, -119.67687
99401;Anatone;WA;46.086657;-117.2491;-8;1;46.086657, -117.2491
98009;Bellevue;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98030;Kent;WA;47.369098;-122.192276;-8;1;47.369098, -122.192276
98113;Shoreline;WA;47.763669;-122.35384;-8;1;47.763669, -122.35384
98116;Seattle;WA;47.57487;-122.39392;-8;1;47.57487, -122.39392
98150;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98188;Seattle;WA;47.450321;-122.27472;-8;1;47.450321, -122.27472
98231;Blaine;WA;48.814753;-121.988548;-8;1;48.814753, -121.988548
98259;North Lakewood;WA;48.037258;-121.682271;-8;1;48.037258, -121.682271
98276;Nooksack;WA;48.834208;-122.335734;-8;1;48.834208, -122.335734
98305;Beaver;WA;48.066605;-124.30909;-8;1;48.066605, -124.30909
98481;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98498;Lakewood;WA;47.16062;-122.55877;-8;1;47.16062, -122.55877
98530;Bucoda;WA;46.797382;-122.85123;-8;1;46.797382, -122.85123
98563;Montesano;WA;47.034615;-123.60332;-8;1;47.034615, -123.60332
98603;Ariel;WA;46.001752;-122.45624;-8;1;46.001752, -122.45624
98631;Long Beach;WA;46.365773;-124.05022;-8;1;46.365773, -124.05022
98647;Skamokawa;WA;46.296658;-123.46828;-8;1;46.296658, -123.46828
98666;Vancouver;WA;45.801586;-122.520347;-8;1;45.801586, -122.520347
98821;Dryden;WA;47.541723;-120.5614;-8;1;47.541723, -120.5614
98823;Ephrata;WA;47.297368;-119.57129;-8;1;47.297368, -119.57129
98852;Stehekin;WA;48.494944;-120.73348;-8;1;48.494944, -120.73348
98948;Toppenish;WA;46.35653;-120.33462;-8;1;46.35653, -120.33462
99025;Newman Lake;WA;47.751434;-117.06934;-8;1;47.751434, -117.06934
99104;Belmont;WA;47.079345;-117.176954;-8;1;47.079345, -117.176954
99147;Lincoln;WA;47.60894;-118.399551;-8;1;47.60894, -118.399551
99161;Palouse;WA;46.905132;-117.10575;-8;1;46.905132, -117.10575
99360;Touchet;WA;46.059286;-118.67264;-8;1;46.059286, -118.67264
98068;Snoqualmie Pass;WA;47.397811;-121.39603;-8;1;47.397811, -121.39603
98108;Seattle;WA;47.546188;-122.31514;-8;1;47.546188, -122.31514
98166;Seattle;WA;47.458821;-122.34943;-8;1;47.458821, -122.34943
98207;Everett;WA;48.037258;-121.682271;-8;1;48.037258, -121.682271
98235;Clearlake;WA;48.461672;-122.23308;-8;1;48.461672, -122.23308
98236;Clinton;WA;47.962134;-122.40089;-8;1;47.962134, -122.40089
98284;Sedro Woolley;WA;48.518653;-122.16545;-8;1;48.518653, -122.16545
98329;Gig Harbor;WA;47.378121;-122.7222;-8;1;47.378121, -122.7222
98360;Orting;WA;47.039607;-122.14691;-8;1;47.039607, -122.14691
98361;Packwood;WA;46.580048;-121.61674;-8;1;46.580048, -121.61674
98363;Port Angeles;WA;48.102836;-123.63765;-8;1;48.102836, -123.63765
98385;South Prairie;WA;47.138345;-122.09819;-8;1;47.138345, -122.09819
98403;Tacoma;WA;47.263971;-122.45879;-8;1;47.263971, -122.45879
98412;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98434;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98468;Oakville;WA;46.843337;-123.228797;-8;1;46.843337, -123.228797
98528;Belfair;WA;47.445292;-122.88417;-8;1;47.445292, -122.88417
98558;Mckenna;WA;46.955863;-122.55585;-8;1;46.955863, -122.55585
98560;Matlock;WA;47.26332;-123.43097;-8;1;47.26332, -123.43097
98595;Westport;WA;46.887187;-124.10735;-8;1;46.887187, -124.10735
98655;Hazel Dell North;WA;45.678557;-122.663954;-8;1;45.678557, -122.663954
98816;Chelan;WA;47.880774;-120.08379;-8;1;47.880774, -120.08379
98920;Brownstown;WA;46.56451;-120.694658;-8;1;46.56451, -120.694658
98925;Easton;WA;47.3042;-121.24849;-8;1;47.3042, -121.24849
99005;Colbert;WA;47.844289;-117.37274;-8;1;47.844289, -117.37274
99202;Spokane;WA;47.656692;-117.37899;-8;1;47.656692, -117.37899
99210;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99324;College Place;WA;46.044936;-118.38466;-8;1;46.044936, -118.38466
98062;Seahurst;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98155;Seattle;WA;47.753019;-122.30373;-8;1;47.753019, -122.30373
98230;Blaine;WA;48.961443;-122.73714;-8;1;48.961443, -122.73714
98271;Marysville;WA;48.093129;-122.21614;-8;1;48.093129, -122.21614
98362;Port Angeles;WA;48.097144;-123.40628;-8;1;48.097144, -123.40628
98374;Puyallup;WA;47.140045;-122.26012;-8;1;47.140045, -122.26012
98376;Quilcene;WA;47.826111;-122.85233;-8;1;47.826111, -122.85233
98411;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98413;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98460;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98613;Centerville;WA;45.722786;-120.96163;-8;1;45.722786, -120.96163
98632;Longview;WA;46.156082;-122.98043;-8;1;46.156082, -122.98043
98831;Manson;WA;47.915227;-120.12934;-8;1;47.915227, -120.12934
98844;Oroville;WA;48.9332;-119.38169;-8;1;48.9332, -119.38169
98849;Riverside;WA;48.528793;-119.45276;-8;1;48.528793, -119.45276
98862;Winthrop;WA;48.488543;-120.24261;-8;1;48.488543, -120.24261
98933;Harrah;WA;46.406875;-120.62421;-8;1;46.406875, -120.62421
99135;Hartline;WA;47.641983;-119.08897;-8;1;47.641983, -119.08897
99138;Inchelium;WA;48.207661;-118.2979;-8;1;48.207661, -118.2979
99338;Kennewick;WA;46.192356;-119.23982;-8;1;46.192356, -119.23982
98020;Edmonds;WA;47.803668;-122.37096;-8;1;47.803668, -122.37096
98042;Kent;WA;47.363382;-122.11451;-8;1;47.363382, -122.11451
98110;Bainbridge Island;WA;47.65526;-122.53508;-8;1;47.65526, -122.53508
98117;Seattle;WA;47.685919;-122.37838;-8;1;47.685919, -122.37838
98174;Seattle;WA;47.604718;-122.33523;-8;1;47.604718, -122.33523
98191;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98198;Seattle;WA;47.397521;-122.315;-8;1;47.397521, -122.315
98326;Clallam Bay;WA;48.181608;-124.41188;-8;1;48.181608, -124.41188
98328;Eatonville;WA;46.884733;-122.29237;-8;1;46.884733, -122.29237
98343;Joyce;WA;48.18315;-123.872972;-8;1;48.18315, -123.872972
98344;Kapowsin;WA;46.989916;-122.222642;-8;1;46.989916, -122.222642
98398;Paradise Inn;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98450;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98505;Olympia;WA;47.065404;-122.976187;-8;1;47.065404, -122.976187
98508;Olympia;WA;46.978118;-122.702393;-8;1;46.978118, -122.702393
98588;Tahuya;WA;47.433993;-123.02078;-8;1;47.433993, -123.02078
98601;Amboy;WA;45.935656;-122.43726;-8;1;45.935656, -122.43726
98619;Glenwood;WA;46.018228;-121.28904;-8;1;46.018228, -121.28904
98621;Grays River;WA;46.348706;-123.58307;-8;1;46.348706, -123.58307
98814;Carlton;WA;48.231421;-120.12065;-8;1;48.231421, -120.12065
98824;George;WA;47.079243;-119.860117;-8;1;47.079243, -119.860117
98847;Peshastin;WA;47.552462;-120.60457;-8;1;47.552462, -120.60457
98853;Stratford;WA;47.417461;-119.28312;-8;1;47.417461, -119.28312
99027;Otis Orchards;WA;47.703698;-117.12007;-8;1;47.703698, -117.12007
99034;Tumtum;WA;47.858074;-117.74582;-8;1;47.858074, -117.74582
99101;Addy;WA;48.305861;-117.94318;-8;1;48.305861, -117.94318
99251;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99321;Beverly;WA;46.834349;-119.93088;-8;1;46.834349, -119.93088
99328;Dayton;WA;46.319087;-117.96887;-8;1;46.319087, -117.96887
98014;Carnation;WA;47.648232;-121.91265;-8;1;47.648232, -121.91265
98133;Seattle;WA;47.733852;-122.34461;-8;1;47.733852, -122.34461
98227;Bellingham;WA;48.814753;-121.988548;-8;1;48.814753, -121.988548
98330;Elbe;WA;46.761546;-122.17858;-8;1;46.761546, -122.17858
98405;Tacoma;WA;47.248953;-122.46599;-8;1;47.248953, -122.46599
98415;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98501;Olympia;WA;47.014718;-122.8819;-8;1;47.014718, -122.8819
98541;Elma;WA;47.03575;-123.40713;-8;1;47.03575, -123.40713
98554;Lebam;WA;46.561375;-123.54788;-8;1;46.561375, -123.54788
98662;Vancouver;WA;45.671806;-122.57894;-8;1;45.671806, -122.57894
98908;Yakima;WA;46.605303;-120.61762;-8;1;46.605303, -120.61762
99006;Deer Park;WA;47.966471;-117.48145;-8;1;47.966471, -117.48145
99009;Elk;WA;48.041663;-117.24891;-8;1;48.041663, -117.24891
99018;Latah;WA;47.277842;-117.13639;-8;1;47.277842, -117.13639
98001;Auburn;WA;47.303722;-122.26608;-8;1;47.303722, -122.26608
98039;Medina;WA;47.626571;-122.2328;-8;1;47.626571, -122.2328
98051;Ravensdale;WA;47.359414;-121.88657;-8;1;47.359414, -121.88657
98075;Sammamish;WA;47.584879;-122.033685;-8;1;47.584879, -122.033685
98134;Seattle;WA;47.57867;-122.33441;-8;1;47.57867, -122.33441
98136;Seattle;WA;47.538887;-122.38803;-8;1;47.538887, -122.38803
98148;Seattle;WA;47.443756;-122.33068;-8;1;47.443756, -122.33068
98154;Seattle;WA;47.60632;-122.33357;-8;1;47.60632, -122.33357
98195;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98199;Seattle;WA;47.64767;-122.39758;-8;1;47.64767, -122.39758
98203;Everett;WA;47.943468;-122.21792;-8;1;47.943468, -122.21792
98205;Everett;WA;47.993436;-122.12723;-8;1;47.993436, -122.12723
98239;Coupeville;WA;48.204162;-122.66723;-8;1;48.204162, -122.66723
98312;Bremerton;WA;47.564437;-122.71293;-8;1;47.564437, -122.71293
98322;Burley;WA;47.687971;-122.729304;-8;1;47.687971, -122.729304
98354;Milton;WA;47.248208;-122.31737;-8;1;47.248208, -122.31737
98395;Wauna;WA;47.266017;-122.832799;-8;1;47.266017, -122.832799
98477;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98535;Copalis Beach;WA;47.118566;-124.16027;-8;1;47.118566, -124.16027
98546;Grapeview;WA;47.321442;-122.92935;-8;1;47.321442, -122.92935
98556;Littlerock;WA;46.902376;-123.017043;-8;1;46.902376, -123.017043
98673;Wishram;WA;45.661878;-120.94997;-8;1;45.661878, -120.94997
98812;Brewster;WA;48.112268;-119.75203;-8;1;48.112268, -119.75203
98822;Entiat;WA;47.782158;-120.35944;-8;1;47.782158, -120.35944
98841;Omak;WA;48.403174;-119.39066;-8;1;48.403174, -119.39066
98845;Palisades;WA;47.466573;-119.82091;-8;1;47.466573, -119.82091
98943;South Cle Elum;WA;47.186592;-120.95503;-8;1;47.186592, -120.95503
99001;Airway Heights;WA;47.642922;-117.59149;-8;1;47.642922, -117.59149
99102;Albion;WA;46.793604;-117.25208;-8;1;46.793604, -117.25208
99127;Saint John;WA;46.838747;-117.644337;-8;1;46.838747, -117.644337
99148;Loon Lake;WA;48.102048;-117.6013;-8;1;48.102048, -117.6013
99152;Metaline;WA;48.858688;-117.39106;-8;1;48.858688, -117.39106
99154;Mohler;WA;47.376884;-118.3799;-8;1;47.376884, -118.3799
99156;Newport;WA;48.159752;-117.16984;-8;1;48.159752, -117.16984
99181;Valley;WA;48.144634;-117.74564;-8;1;48.144634, -117.74564
99258;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99330;Eltopia;WA;46.467186;-119.06888;-8;1;46.467186, -119.06888
98007;Bellevue;WA;47.610935;-122.14104;-8;1;47.610935, -122.14104
98013;Burton;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98019;Duvall;WA;47.7353;-121.96222;-8;1;47.7353, -121.96222
98050;Preston;WA;47.536015;-121.931195;-8;1;47.536015, -121.931195
98071;Auburn;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98082;Bothell;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98124;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98181;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98287;Silvana;WA;48.037258;-121.682271;-8;1;48.037258, -121.682271
